SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Course Name ,Basic Course,Average, Percentage
10,6,20,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,3,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90
11,6,20,Your mentor does a necessary follow-up with an assigned task to you.,1,0,1,3,1,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,3.5,70
12,6,20,The teachers illustrate the concepts through examples and applications.,0,0,0,3,3,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90
13,6,20,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,2,4,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.67,93.33
14,6,20,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,2,1,3,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.17,83.33
15,6,20,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,2,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.33,86.67
16,6,20,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,3,2,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.17,83.33
17,6,20,Teachers encourage you to participate in extracurricular activities.,0,0,0,4,2,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.33,86.67
18,6,20,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,4,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90
19,6,20,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,3,3,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.5,90
20,6,20,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,2,3,MSC INFORMATION TECHNOLOGY - 3,MSC INFORMATION TECHNOLOGY,4.33,86.67
1,14,24,How much of the syllabus was covered in the class?,1,3,4,3,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.29,65.71
2,14,24,How well did the teachers prepare for the classes?,0,2,3,6,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.71,74.29
3,14,24,How well were the teachers able to communicate?,0,1,2,7,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4,80
4,14,24,The teacher’s approach to teaching can best be described as,0,3,4,4,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70
5,14,24,Fairness of the internal evaluation process by the teachers.,0,0,3,6,5,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4.14,82.86
6,14,24,Was your performance in assignments discussed with you?,1,0,5,5,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.64,72.86
7,14,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,2,4,4,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.71,74.29
8,14,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,7,5,1,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.43,68.57
9,14,24,The institution provides multiple opportunities to learn and grow.,0,1,8,2,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70
10,14,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,4,3,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.57,71.43
11,14,24,Your mentor does a necessary follow-up with an assigned task to you.,0,0,4,5,5,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,4.07,81.43
12,14,24,The teachers illustrate the concepts through examples and applications.,1,1,3,4,5,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.79,75.71
13,14,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,5,3,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.64,72.86
14,14,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,5,4,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.79,75.71
15,14,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,7,4,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.71,74.29
16,14,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,4,5,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.86,77.14
17,14,24,Teachers encourage you to participate in extracurricular activities.,0,1,7,3,3,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.57,71.43
18,14,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,3,5,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.79,75.71
19,14,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,6,5,2,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.5,70
20,14,24,The overall quality of the teaching-learning process in your institute is very good.,0,1,7,2,4,MSC MICROBIOLOGY - 3,MSC MICROBIOLOGY,3.64,72.86
1,17,22,How much of the syllabus was covered in the class?,1,1,1,6,8,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.12,82.35
2,17,22,How well did the teachers prepare for the classes?,0,1,1,9,6,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.18,83.53
3,17,22,How well were the teachers able to communicate?,0,0,4,8,5,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.06,81.18
4,17,22,The teacher’s approach to teaching can best be described as,1,0,3,9,4,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.88,77.65
5,17,22,Fairness of the internal evaluation process by the teachers.,0,0,1,8,8,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.41,88.24
6,17,22,Was your performance in assignments discussed with you?,2,1,3,4,7,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.76,75.29
7,17,22,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,0,2,10,4,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.94,78.82
8,17,22,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,2,1,7,6,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.88,77.65
9,17,22,The institution provides multiple opportunities to learn and grow.,1,0,3,7,6,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4,80
10,17,22,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,8,8,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.41,88.24
11,17,22,Your mentor does a necessary follow-up with an assigned task to you.,1,2,3,5,6,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.76,75.29
12,17,22,The teachers illustrate the concepts through examples and applications.,1,0,1,7,8,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4.24,84.71
13,17,22,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,6,7,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.88,77.65
14,17,22,Teachers are able to identify your weaknesses and help you to overcome them.,1,2,3,5,6,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.76,75.29
15,17,22,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,2,8,5,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.94,78.82
16,17,22,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,3,8,5,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.94,78.82
17,17,22,Teachers encourage you to participate in extracurricular activities.,0,1,4,7,5,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.94,78.82
18,17,22,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,3,8,5,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4,80
19,17,22,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,3,4,7,2,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,3.35,67.06
20,17,22,The overall quality of the teaching-learning process in your institute is very good.,0,0,4,9,4,MSC ORGANIC CHEMISTRY - 3,MSC ORGANIC CHEMISTRY,4,80
1,2,18,How much of the syllabus was covered in the class?,0,1,0,1,0,MSC PHYSICS - 3,MSC PHYSICS,3,60
2,2,18,How well did the teachers prepare for the classes?,0,0,0,1,1,MSC PHYSICS - 3,MSC PHYSICS,4.5,90
3,2,18,How well were the teachers able to communicate?,0,0,0,1,1,MSC PHYSICS - 3,MSC PHYSICS,4.5,90
4,2,18,The teacher’s approach to teaching can best be described as,0,1,0,0,1,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
5,2,18,Fairness of the internal evaluation process by the teachers.,0,0,0,1,1,MSC PHYSICS - 3,MSC PHYSICS,4.5,90
6,2,18,Was your performance in assignments discussed with you?,0,1,0,1,0,MSC PHYSICS - 3,MSC PHYSICS,3,60
7,2,18,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,1,0,0,MSC PHYSICS - 3,MSC PHYSICS,2.5,50
8,2,18,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,0,1,0,MSC PHYSICS - 3,MSC PHYSICS,3,60
9,2,18,The institution provides multiple opportunities to learn and grow.,0,0,1,1,0,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
10,2,18,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,0,1,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
11,2,18,Your mentor does a necessary follow-up with an assigned task to you.,0,1,1,0,0,MSC PHYSICS - 3,MSC PHYSICS,2.5,50
12,2,18,The teachers illustrate the concepts through examples and applications.,0,0,1,0,1,MSC PHYSICS - 3,MSC PHYSICS,4,80
13,2,18,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,0,1,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
14,2,18,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,0,MSC PHYSICS - 3,MSC PHYSICS,3,60
15,2,18,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,1,1,0,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
16,2,18,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,1,0,0,MSC PHYSICS - 3,MSC PHYSICS,2.5,50
17,2,18,Teachers encourage you to participate in extracurricular activities.,0,0,1,0,1,MSC PHYSICS - 3,MSC PHYSICS,4,80
18,2,18,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,0,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
19,2,18,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,1,0,MSC PHYSICS - 3,MSC PHYSICS,3,60
20,2,18,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,0,MSC PHYSICS - 3,MSC PHYSICS,3.5,70
1,46,137,How much of the syllabus was covered in the class?,0,3,2,8,33,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.54,90.87
2,46,137,How well did the teachers prepare for the classes?,1,2,3,27,13,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.07,81.3
3,46,137,How well were the teachers able to communicate?,0,0,5,16,25,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.43,88.7
4,46,137,The teacher’s approach to teaching can best be described as,0,1,7,24,14,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.11,82.17
5,46,137,Fairness of the internal evaluation process by the teachers.,1,0,4,17,24,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.37,87.39
6,46,137,Was your performance in assignments discussed with you?,0,2,5,19,20,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.24,84.78
7,46,137,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,3,8,12,21,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.02,80.43
8,46,137,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,9,21,14,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.02,80.43
9,46,137,The institution provides multiple opportunities to learn and grow.,0,2,2,24,18,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.26,85.22
10,46,137,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,1,3,24,17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.2,83.91
11,46,137,Your mentor does a necessary follow-up with an assigned task to you.,0,1,2,30,13,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.2,83.91
12,46,137,The teachers illustrate the concepts through examples and applications.,0,2,4,19,21,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.28,85.65
13,46,137,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,6,18,19,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.13,82.61
14,46,137,Teachers are able to identify your weaknesses and help you to overcome them.,1,7,6,16,16,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.85,76.96
15,46,137,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,2,3,27,13,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.07,81.3
16,46,137,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,5,5,19,17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.04,80.87
17,46,137,Teachers encourage you to participate in extracurricular activities.,1,1,3,19,22,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.3,86.09
18,46,137,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,3,1,25,16,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.13,82.61
19,46,137,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",10,2,10,13,11,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.28,65.65
20,46,137,The overall quality of the teaching-learning process in your institute is very good.,2,1,6,18,19,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.11,82.17
1,37,559,How much of the syllabus was covered in the class?,0,3,12,14,8,SYBCOM,BACHELOR OF COMMERCE,3.73,74.59
2,37,559,How well did the teachers prepare for the classes?,1,3,5,20,8,SYBCOM,BACHELOR OF COMMERCE,3.84,76.76
3,37,559,How well were the teachers able to communicate?,2,1,5,13,16,SYBCOM,BACHELOR OF COMMERCE,4.08,81.62
4,37,559,The teacher’s approach to teaching can best be described as,0,2,16,13,6,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
5,37,559,Fairness of the internal evaluation process by the teachers.,1,4,4,14,14,SYBCOM,BACHELOR OF COMMERCE,3.97,79.46
6,37,559,Was your performance in assignments discussed with you?,2,6,5,9,15,SYBCOM,BACHELOR OF COMMERCE,3.78,75.68
7,37,559,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,4,13,6,13,SYBCOM,BACHELOR OF COMMERCE,3.7,74.05
8,37,559,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,4,7,17,7,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
9,37,559,The institution provides multiple opportunities to learn and grow.,0,4,12,15,6,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
10,37,559,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",3,3,2,13,16,SYBCOM,BACHELOR OF COMMERCE,3.97,79.46
11,37,559,Your mentor does a necessary follow-up with an assigned task to you.,3,4,6,10,14,SYBCOM,BACHELOR OF COMMERCE,3.76,75.14
12,37,559,The teachers illustrate the concepts through examples and applications.,2,7,4,10,14,SYBCOM,BACHELOR OF COMMERCE,3.73,74.59
13,37,559,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,3,8,12,13,SYBCOM,BACHELOR OF COMMERCE,3.89,77.84
14,37,559,Teachers are able to identify your weaknesses and help you to overcome them.,2,6,7,11,11,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
15,37,559,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",2,5,7,14,9,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
16,37,559,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,7,5,16,8,SYBCOM,BACHELOR OF COMMERCE,3.62,72.43
17,37,559,Teachers encourage you to participate in extracurricular activities.,1,4,8,15,9,SYBCOM,BACHELOR OF COMMERCE,3.73,74.59
18,37,559,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",4,6,3,14,10,SYBCOM,BACHELOR OF COMMERCE,3.54,70.81
19,37,559,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",9,8,9,7,4,SYBCOM,BACHELOR OF COMMERCE,2.7,54.05
20,37,559,The overall quality of the teaching-learning process in your institute is very good.,1,2,8,16,10,SYBCOM,BACHELOR OF COMMERCE,3.86,77.3
1,7,123,How much of the syllabus was covered in the class?,0,0,1,4,2,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.14,82.86
2,7,123,How well did the teachers prepare for the classes?,0,0,0,3,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.57,91.43
3,7,123,How well were the teachers able to communicate?,0,0,2,2,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.14,82.86
4,7,123,The teacher’s approach to teaching can best be described as,0,0,1,3,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.29,85.71
5,7,123,Fairness of the internal evaluation process by the teachers.,0,0,1,2,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
6,7,123,Was your performance in assignments discussed with you?,0,0,1,1,5,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.57,91.43
7,7,123,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,1,3,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.29,85.71
8,7,123,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,1,4,2,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.14,82.86
9,7,123,The institution provides multiple opportunities to learn and grow.,0,0,1,2,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
10,7,123,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,1,2,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
11,7,123,Your mentor does a necessary follow-up with an assigned task to you.,0,0,0,2,5,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.71,94.29
12,7,123,The teachers illustrate the concepts through examples and applications.,0,0,1,2,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
13,7,123,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,0,0,4,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
14,7,123,Teachers are able to identify your weaknesses and help you to overcome them.,0,0,0,3,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.57,91.43
15,7,123,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,0,4,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
16,7,123,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,2,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
17,7,123,Teachers encourage you to participate in extracurricular activities.,1,0,0,3,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4,80
18,7,123,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,0,3,4,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.57,91.43
19,7,123,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,6,0,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.71,74.29
20,7,123,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,4,3,SYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.43,88.57
1,7,159,How much of the syllabus was covered in the class?,0,1,3,1,2,SYBSC,BACHELOR OF SCIENCE,3.57,71.43
2,7,159,How well did the teachers prepare for the classes?,0,0,3,3,1,SYBSC,BACHELOR OF SCIENCE,3.71,74.29
3,7,159,How well were the teachers able to communicate?,0,2,2,2,1,SYBSC,BACHELOR OF SCIENCE,3.29,65.71
4,7,159,The teacher’s approach to teaching can best be described as,0,2,4,1,0,SYBSC,BACHELOR OF SCIENCE,2.86,57.14
5,7,159,Fairness of the internal evaluation process by the teachers.,0,3,1,1,2,SYBSC,BACHELOR OF SCIENCE,3.29,65.71
6,7,159,Was your performance in assignments discussed with you?,1,2,2,2,0,SYBSC,BACHELOR OF SCIENCE,2.71,54.29
7,7,159,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,3,0,2,2,SYBSC,BACHELOR OF SCIENCE,3.43,68.57
8,7,159,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,3,2,0,SYBSC,BACHELOR OF SCIENCE,3,60
9,7,159,The institution provides multiple opportunities to learn and grow.,0,2,2,3,0,SYBSC,BACHELOR OF SCIENCE,3.14,62.86
10,7,159,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,1,1,SYBSC,BACHELOR OF SCIENCE,3,60
11,7,159,Your mentor does a necessary follow-up with an assigned task to you.,0,1,4,0,2,SYBSC,BACHELOR OF SCIENCE,3.43,68.57
12,7,159,The teachers illustrate the concepts through examples and applications.,0,3,1,1,2,SYBSC,BACHELOR OF SCIENCE,3.29,65.71
13,7,159,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,1,2,1,SYBSC,BACHELOR OF SCIENCE,2.86,57.14
14,7,159,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,2,2,1,SYBSC,BACHELOR OF SCIENCE,3.14,62.86
15,7,159,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,6,1,0,SYBSC,BACHELOR OF SCIENCE,3.14,62.86
16,7,159,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,3,1,2,1,SYBSC,BACHELOR OF SCIENCE,3.14,62.86
17,7,159,Teachers encourage you to participate in extracurricular activities.,0,0,4,1,2,SYBSC,BACHELOR OF SCIENCE,3.71,74.29
18,7,159,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,2,2,1,SYBSC,BACHELOR OF SCIENCE,3.29,65.71
19,7,159,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,0,4,2,0,SYBSC,BACHELOR OF SCIENCE,3,60
20,7,159,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,2,1,SYBSC,BACHELOR OF SCIENCE,3.43,68.57
1,27,48,How much of the syllabus was covered in the class?,1,4,7,9,6,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.56,71.11
2,27,48,How well did the teachers prepare for the classes?,1,5,5,10,6,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.56,71.11
3,27,48,How well were the teachers able to communicate?,1,7,3,6,10,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.63,72.59
4,27,48,The teacher’s approach to teaching can best be described as,2,5,11,3,6,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.22,64.44
5,27,48,Fairness of the internal evaluation process by the teachers.,3,4,4,11,5,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.41,68.15
6,27,48,Was your performance in assignments discussed with you?,1,7,3,9,7,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.52,70.37
7,27,48,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,4,6,9,6,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.48,69.63
8,27,48,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,7,2,9,7,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.44,68.89
9,27,48,The institution provides multiple opportunities to learn and grow.,4,2,7,5,9,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.48,69.63
10,27,48,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",6,3,6,8,4,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.04,60.74
11,27,48,Your mentor does a necessary follow-up with an assigned task to you.,0,6,9,8,4,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.37,67.41
12,27,48,The teachers illustrate the concepts through examples and applications.,2,4,10,9,2,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.19,63.7
13,27,48,The teachers identify your strengths and encourage you to provide the proper level of challenges.,4,3,5,7,8,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.44,68.89
14,27,48,Teachers are able to identify your weaknesses and help you to overcome them.,5,8,3,6,5,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,2.93,58.52
15,27,48,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,7,6,7,6,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.37,67.41
16,27,48,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",2,6,9,5,5,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.19,63.7
17,27,48,Teachers encourage you to participate in extracurricular activities.,4,4,6,10,3,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.15,62.96
18,27,48,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",2,4,11,6,4,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.22,64.44
19,27,48,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",1,4,7,10,5,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.52,70.37
20,27,48,The overall quality of the teaching-learning process in your institute is very good.,1,4,10,8,4,SY COMPUTER SCIENCE,B.SC. COMPUTER SCIENCE,3.37,67.41
